name,date,fight_id,win/loss,method,body,body_attempts,clinch,clinch_attempts,distance,distance_attempts,ground,ground_attempts,head,head_attempts,knockdowns,leg,leg_attempts,location,pass,referee,reversals,round,sig_attempts,sig_strikes,strike_attempts,strikes,sub_attempts,takedowns,td_attempts,title
Nate Diaz,"December 08, 2012",2204,L,Decision,12,18,25,31,5,52,0,0,8,55,0,10,10,"Seattle, Washington, USA",0,Herb Dean,0,5,83,30,160,95,2,0,6,UFC on Fox: Henderson vs Diaz
Mauricio Rua,"December 08, 2012",2205,L,Decision,7,13,14,19,27,76,0,0,23,69,0,11,13,"Seattle, Washington, USA",0,Dan Miragliotta,0,3,95,41,105,51,1,1,3,UFC on Fox: Henderson vs Diaz
Alexander Gustafsson,"December 08, 2012",2205,W,Decision,9,13,10,14,47,123,15,19,57,134,0,6,9,"Seattle, Washington, USA",2,Dan Miragliotta,0,3,156,72,215,128,0,6,12,UFC on Fox: Henderson vs Diaz
BJ Penn,"December 08, 2012",2206,L,Decision,4,7,3,5,21,84,0,0,20,82,0,0,0,"Seattle, Washington, USA",0,Herb Dean,0,3,89,24,119,53,0,0,2,UFC on Fox: Henderson vs Diaz
Rory MacDonald,"December 08, 2012",2206,W,Decision,29,41,10,16,105,185,1,2,78,148,0,9,14,"Seattle, Washington, USA",0,Herb Dean,0,3,203,116,212,125,0,1,3,UFC on Fox: Henderson vs Diaz
Mike Swick,"December 08, 2012",2207,L,KO/TKO,0,0,3,3,5,25,1,1,9,29,0,0,0,"Seattle, Washington, USA",1,Dan Miragliotta,0,2,29,9,42,19,0,0,2,UFC on Fox: Henderson vs Diaz
Matt Brown,"December 08, 2012",2207,W,KO/TKO,12,13,15,19,8,18,2,2,13,26,1,0,0,"Seattle, Washington, USA",0,Dan Miragliotta,0,2,39,25,52,37,2,1,1,UFC on Fox: Henderson vs Diaz
Yves Edwards,"December 08, 2012",2208,W,KO/TKO,1,2,0,0,6,19,2,2,5,16,1,2,3,"Seattle, Washington, USA",0,Steve Newport,0,1,21,8,26,12,0,0,1,UFC on Fox: Henderson vs Diaz
Jeremy Stephens,"December 08, 2012",2208,L,KO/TKO,1,1,1,1,4,20,0,0,3,18,0,1,2,"Seattle, Washington, USA",0,Steve Newport,0,1,21,5,22,6,0,0,1,UFC on Fox: Henderson vs Diaz
Raphael Assuncao,"December 08, 2012",2209,W,Decision,6,12,12,16,45,140,0,0,28,118,0,23,26,"Seattle, Washington, USA",0,Steve Newport,0,3,156,57,159,60,0,0,6,UFC on Fox: Henderson vs Diaz
Mike Easton,"December 08, 2012",2209,L,Decision,3,14,1,2,29,153,0,0,7,118,0,20,23,"Seattle, Washington, USA",0,Steve Newport,0,3,155,30,159,34,0,0,3,UFC on Fox: Henderson vs Diaz
Ramsey Nijem,"December 08, 2012",2210,W,Decision,9,18,9,20,32,81,8,16,35,92,1,5,7,"Seattle, Washington, USA",2,Dan Miragliotta,0,3,117,49,204,117,0,5,10,UFC on Fox: Henderson vs Diaz
Joe Proctor,"December 08, 2012",2210,L,Decision,2,4,3,9,17,58,1,1,17,61,0,2,3,"Seattle, Washington, USA",1,Dan Miragliotta,0,3,68,21,84,36,4,0,0,UFC on Fox: Henderson vs Diaz
Daron Cruickshank,"December 08, 2012",2211,W,KO/TKO,21,27,22,34,30,57,0,0,28,61,1,3,3,"Seattle, Washington, USA",0,Anthony Hamlett,0,2,91,52,95,55,0,0,0,UFC on Fox: Henderson vs Diaz
Henry Martinez,"December 08, 2012",2211,L,KO/TKO,1,4,4,15,17,87,0,0,16,93,0,4,5,"Seattle, Washington, USA",0,Anthony Hamlett,0,2,102,21,123,29,0,0,2,UFC on Fox: Henderson vs Diaz
Marcus LeVesseur,"December 08, 2012",2212,L,KO/TKO,1,1,6,10,3,6,0,0,3,7,0,5,8,"Seattle, Washington, USA",0,Anthony Hamlett,0,2,16,9,19,11,0,2,10,UFC on Fox: Henderson vs Diaz
Abel Trujillo,"December 08, 2012",2212,W,KO/TKO,28,32,28,33,1,10,28,32,22,36,1,7,7,"Seattle, Washington, USA",0,Anthony Hamlett,0,2,75,57,117,94,2,1,1,UFC on Fox: Henderson vs Diaz
Dennis Siver,"December 08, 2012",2213,W,Decision,15,32,2,3,87,222,39,48,91,216,0,22,25,"Seattle, Washington, USA",4,Anthony Hamlett,0,3,273,128,389,222,0,2,4,UFC on Fox: Henderson vs Diaz
Nam Phan,"December 08, 2012",2213,L,Decision,2,19,0,0,24,120,0,0,17,94,0,5,7,"Seattle, Washington, USA",0,Anthony Hamlett,0,3,120,24,120,24,0,0,0,UFC on Fox: Henderson vs Diaz
Scott Jorgensen,"December 08, 2012",2214,W,Submission,3,3,0,0,1,4,11,14,8,14,0,1,1,"Seattle, Washington, USA",2,Herb Dean,0,1,18,12,22,16,1,0,1,UFC on Fox: Henderson vs Diaz
John Albert,"December 08, 2012",2214,L,Submission,0,0,0,0,3,8,2,2,5,10,0,0,0,"Seattle, Washington, USA",1,Herb Dean,1,1,10,5,15,10,1,0,0,UFC on Fox: Henderson vs Diaz
Georges St-Pierre,"November 17, 2012",2215,W,Decision,14,16,0,1,26,67,45,64,52,104,0,5,12,"Montreal, Quebec, Canada",8,Yves Lavigne,0,5,132,71,237,172,0,7,8,UFC 154: St-Pierre vs Condit
Carlos Condit,"November 17, 2012",2215,L,Decision,4,13,0,1,23,128,13,19,27,117,1,5,18,"Montreal, Quebec, Canada",0,Yves Lavigne,1,5,148,36,323,190,0,0,0,UFC 154: St-Pierre vs Condit
Johny Hendricks,"November 17, 2012",2216,W,KO/TKO,0,0,0,0,2,6,1,1,3,7,1,0,0,"Montreal, Quebec, Canada",0,Dan Miragliotta,0,1,7,3,7,3,0,0,0,UFC 154: St-Pierre vs Condit
Martin Kampmann,"November 17, 2012",2216,L,KO/TKO,0,1,0,0,0,4,0,0,0,3,0,0,0,"Montreal, Quebec, Canada",0,Dan Miragliotta,0,1,4,0,4,0,0,0,0,UFC 154: St-Pierre vs Condit
Francis Carmont,"November 17, 2012",2217,W,Decision,15,22,17,24,16,56,1,4,15,57,0,4,5,"Montreal, Quebec, Canada",0,Philippe Chartier,0,3,84,34,94,44,1,0,2,UFC 154: St-Pierre vs Condit
Tom Lawlor,"November 17, 2012",2217,L,Decision,0,2,2,6,18,68,0,1,14,67,0,6,6,"Montreal, Quebec, Canada",0,Philippe Chartier,0,3,75,20,89,31,2,2,8,UFC 154: St-Pierre vs Condit
Mark Bocek,"November 17, 2012",2218,L,Decision,3,6,7,12,12,47,0,0,4,38,0,12,15,"Montreal, Quebec, Canada",0,Yves Lavigne,0,3,59,19,73,33,1,0,11,UFC 154: St-Pierre vs Condit
Rafael Dos Anjos,"November 17, 2012",2218,W,Decision,14,21,20,30,26,90,8,14,33,103,0,7,10,"Montreal, Quebec, Canada",2,Yves Lavigne,0,3,134,54,172,90,0,4,5,UFC 154: St-Pierre vs Condit
Mark Hominick,"November 17, 2012",2219,L,Decision,14,19,1,2,26,50,12,14,18,39,1,7,8,"Montreal, Quebec, Canada",0,Marc-Andre Cote,0,3,66,39,109,78,0,1,1,UFC 154: St-Pierre vs Condit
Pablo Garza,"November 17, 2012",2219,W,Decision,19,26,4,10,39,117,40,70,54,161,0,10,10,"Montreal, Quebec, Canada",1,Marc-Andre Cote,0,3,197,83,275,149,1,2,5,UFC 154: St-Pierre vs Condit
Patrick Cote,"November 17, 2012",2220,W,DQ,3,3,6,10,8,23,0,0,9,27,0,2,3,"Montreal, Quebec, Canada",0,Dan Miragliotta,0,1,33,14,33,14,0,0,0,UFC 154: St-Pierre vs Condit
Alessio Sakara,"November 17, 2012",2220,L,DQ,5,8,12,14,3,10,9,10,19,26,1,0,0,"Montreal, Quebec, Canada",0,Dan Miragliotta,0,1,34,24,34,24,0,0,0,UFC 154: St-Pierre vs Condit
Cyrille Diabate,"November 17, 2012",2221,W,Submission,0,1,3,3,1,2,2,2,6,6,1,0,0,"Montreal, Quebec, Canada",4,Philippe Chartier,0,1,7,6,10,9,1,2,2,UFC 154: St-Pierre vs Condit
Chad Griggs,"November 17, 2012",2221,L,Submission,1,1,0,1,2,2,0,0,0,1,0,1,1,"Montreal, Quebec, Canada",0,Philippe Chartier,0,1,3,2,6,4,0,1,2,UFC 154: St-Pierre vs Condit
Sam Stout,"November 17, 2012",2222,L,Decision,16,33,0,1,62,366,1,2,31,318,0,16,18,"Montreal, Quebec, Canada",0,Marc-Andre Cote,0,3,369,63,369,63,0,0,5,UFC 154: St-Pierre vs Condit
John Makdessi,"November 17, 2012",2222,W,Decision,9,20,2,2,82,155,0,0,66,125,0,9,12,"Montreal, Quebec, Canada",0,Marc-Andre Cote,0,3,157,84,157,84,0,0,0,UFC 154: St-Pierre vs Condit
Antonio Carvalho,"November 17, 2012",2223,W,Decision,0,2,0,0,48,150,0,0,9,96,0,39,52,"Montreal, Quebec, Canada",0,Dan Miragliotta,0,3,150,48,150,48,0,0,0,UFC 154: St-Pierre vs Condit
Rodrigo Damm,"November 17, 2012",2223,L,Decision,8,12,0,0,50,158,0,0,30,119,0,12,27,"Montreal, Quebec, Canada",0,Dan Miragliotta,0,3,158,50,158,50,0,0,0,UFC 154: St-Pierre vs Condit
Matthew Riddle,"November 17, 2012",2224,W,Decision,6,17,15,15,30,143,0,5,22,122,0,17,24,"Montreal, Quebec, Canada",0,Yves Lavigne,0,3,163,45,195,74,0,1,4,UFC 154: St-Pierre vs Condit
John Maguire,"November 17, 2012",2224,L,Decision,0,1,2,2,35,107,0,0,30,99,0,7,9,"Montreal, Quebec, Canada",0,Yves Lavigne,0,3,109,37,110,38,2,0,6,UFC 154: St-Pierre vs Condit
Ivan Menjivar,"November 17, 2012",2225,W,Submission,1,3,0,0,4,8,2,2,3,5,0,2,2,"Montreal, Quebec, Canada",0,Philippe Chartier,0,1,10,6,32,25,1,0,0,UFC 154: St-Pierre vs Condit
Azamat Gashimov,"November 17, 2012",2225,L,Submission,0,1,0,0,2,8,2,5,3,11,0,1,1,"Montreal, Quebec, Canada",0,Philippe Chartier,0,1,13,4,28,18,0,1,1,UFC 154: St-Pierre vs Condit
Steven Siler,"November 17, 2012",2226,L,Decision,4,4,5,10,9,37,1,1,8,40,0,3,4,"Montreal, Quebec, Canada",0,Marc-Andre Cote,0,3,48,15,96,61,1,0,0,UFC 154: St-Pierre vs Condit
Darren Elkins,"November 17, 2012",2226,W,Decision,5,12,11,16,10,34,23,41,36,76,0,3,3,"Montreal, Quebec, Canada",3,Marc-Andre Cote,0,3,91,44,159,103,6,6,7,UFC 154: St-Pierre vs Condit
Rich Franklin,"November 10, 2012",2227,L,KO/TKO,0,0,0,0,12,21,0,0,6,14,0,6,7,"Macau, China",0,Marc Goddard,0,1,21,12,21,12,0,0,0,UFC Macao: Franklin vs Le
Cung Le,"November 10, 2012",2227,W,KO/TKO,2,3,0,0,8,16,0,0,4,11,1,2,2,"Macau, China",0,Marc Goddard,0,1,16,8,16,8,0,0,0,UFC Macao: Franklin vs Le
Thiago Silva,"November 10, 2012",2228,NC,Overturned,12,16,30,40,26,47,6,8,20,46,0,30,33,"Macau, China",3,Steve Perceval,0,3,95,62,154,112,1,1,1,UFC Macao: Franklin vs Le
Stanislav Nedkov,"November 10, 2012",2228,NC,Overturned,1,3,13,22,5,46,0,2,10,58,1,7,9,"Macau, China",1,Steve Perceval,0,3,70,18,79,24,0,0,4,UFC Macao: Franklin vs Le
Dong Hyun Kim,"November 10, 2012",2229,W,Decision,1,3,0,0,0,7,22,33,18,32,0,3,5,"Macau, China",3,Marc Goddard,0,3,40,22,104,76,2,3,6,UFC Macao: Franklin vs Le
Paulo Thiago,"November 10, 2012",2229,L,Decision,1,2,1,2,1,8,0,0,0,7,0,1,1,"Macau, China",0,Marc Goddard,0,3,10,2,12,4,0,0,0,UFC Macao: Franklin vs Le
Takanori Gomi,"November 10, 2012",2230,W,Decision,11,19,10,11,43,128,1,1,31,108,1,12,13,"Macau, China",1,Steve Perceval,0,3,140,54,175,88,0,1,2,UFC Macao: Franklin vs Le
Mac Danzig,"November 10, 2012",2230,L,Decision,9,16,9,13,51,102,4,7,48,97,0,7,9,"Macau, China",1,Steve Perceval,0,3,122,64,155,95,1,2,5,UFC Macao: Franklin vs Le
Tiequan Zhang,"November 10, 2012",2231,L,Decision,2,3,0,0,40,93,0,0,33,81,0,5,9,"Macau, China",1,Marc Goddard,0,3,93,40,102,46,0,2,2,UFC Macao: Franklin vs Le
Jon Tuck,"November 10, 2012",2231,W,Decision,10,14,1,1,35,81,0,0,24,66,0,2,2,"Macau, China",5,Marc Goddard,1,3,82,36,145,91,2,0,0,UFC Macao: Franklin vs Le
Takeya Mizugaki,"November 10, 2012",2232,W,Decision,7,10,6,9,10,26,47,77,53,98,0,3,4,"Macau, China",2,Steve Perceval,0,3,112,63,164,103,0,4,4,UFC Macao: Franklin vs Le
Jeff Hougland,"November 10, 2012",2232,L,Decision,8,11,5,5,8,19,1,1,5,12,0,1,2,"Macau, China",0,Steve Perceval,0,3,25,14,89,73,0,1,7,UFC Macao: Franklin vs Le
Alex Caceres,"November 10, 2012",2233,W,Decision,14,18,6,6,55,115,3,3,40,92,0,10,14,"Macau, China",1,Marc Goddard,0,3,124,64,143,83,0,0,0,UFC Macao: Franklin vs Le
Motonobu Tezuka,"November 10, 2012",2233,L,Decision,1,2,1,1,21,74,0,0,8,56,0,13,17,"Macau, China",1,Marc Goddard,0,3,75,22,108,40,0,2,12,UFC Macao: Franklin vs Le
Yasuhiro Urushitani,"November 10, 2012",2234,L,Decision,13,26,0,0,62,158,0,0,34,110,0,15,22,"Macau, China",0,Steve Perceval,0,3,158,62,158,62,0,0,1,UFC Macao: Franklin vs Le
John Lineker,"November 10, 2012",2234,W,Decision,28,62,1,4,74,218,2,2,38,140,0,11,22,"Macau, China",0,Steve Perceval,0,3,224,77,226,79,0,0,0,UFC Macao: Franklin vs Le
Riki Fukuda,"November 10, 2012",2235,W,Decision,18,26,32,34,45,122,8,8,35,102,0,32,36,"Macau, China",1,Marc Goddard,0,3,164,85,325,229,0,3,5,UFC Macao: Franklin vs Le
Tom DeBlass,"November 10, 2012",2235,L,Decision,9,11,9,9,35,111,0,0,26,98,0,9,11,"Macau, China",0,Marc Goddard,0,3,120,44,144,67,0,0,0,UFC Macao: Franklin vs Le
Anderson Silva,"October 13, 2012",2236,W,KO/TKO,4,4,10,12,4,7,5,8,15,23,1,0,0,"Rio de Janeiro, Brazil",0,Marc Goddard,0,1,27,19,35,27,0,0,0,UFC 153: Silva vs Bonnar
Stephan Bonnar,"October 13, 2012",2236,L,KO/TKO,2,7,6,16,6,27,0,0,9,33,0,1,3,"Rio de Janeiro, Brazil",0,Marc Goddard,0,1,43,12,59,28,0,0,3,UFC 153: Silva vs Bonnar
Minotauro Nogueira,"October 13, 2012",2237,W,Submission,0,0,0,2,17,40,3,7,19,48,1,1,1,"Rio de Janeiro, Brazil",4,Mario Yamasaki,0,2,49,20,85,45,3,1,3,UFC 153: Silva vs Bonnar
Dave Herman,"October 13, 2012",2237,L,Submission,5,8,1,3,11,26,1,3,3,19,0,5,5,"Rio de Janeiro, Brazil",1,Mario Yamasaki,0,2,32,13,33,14,0,2,2,UFC 153: Silva vs Bonnar
Glover Teixeira,"October 13, 2012",2238,W,TKO,1,2,0,2,19,45,66,98,84,143,1,0,0,"Rio de Janeiro, Brazil",5,Mario Yamasaki,0,2,145,85,183,117,1,3,3,UFC 153: Silva vs Bonnar
Fabio Maldonado,"October 13, 2012",2238,L,TKO,1,2,0,0,10,36,0,0,9,34,0,0,0,"Rio de Janeiro, Brazil",0,Mario Yamasaki,0,2,36,10,40,14,0,0,0,UFC 153: Silva vs Bonnar
Jon Fitch,"October 13, 2012",2239,W,Decision,10,14,16,28,5,12,61,91,69,112,0,3,5,"Rio de Janeiro, Brazil",4,Marc Goddard,1,3,131,82,234,176,2,6,9,UFC 153: Silva vs Bonnar
Erick Silva,"October 13, 2012",2239,L,Decision,4,7,7,14,4,10,8,9,12,23,0,3,3,"Rio de Janeiro, Brazil",1,Marc Goddard,0,3,33,19,38,24,2,2,3,UFC 153: Silva vs Bonnar
Phil Davis,"October 13, 2012",2240,W,Submission,11,13,5,6,3,14,21,29,16,33,0,2,3,"Rio de Janeiro, Brazil",4,Marc Goddard,0,2,49,29,82,59,2,5,6,UFC 153: Silva vs Bonnar
Wagner Prado,"October 13, 2012",2240,L,Submission,2,2,1,1,1,10,0,0,0,9,0,0,0,"Rio de Janeiro, Brazil",0,Marc Goddard,0,2,11,2,11,2,0,0,0,UFC 153: Silva vs Bonnar
Demian Maia,"October 13, 2012",2241,W,Submission,1,1,0,0,1,1,4,7,4,7,0,0,0,"Rio de Janeiro, Brazil",1,Mario Yamasaki,0,1,8,5,12,9,1,3,5,UFC 153: Silva vs Bonnar
Rick Story,"October 13, 2012",2241,L,Submission,2,2,1,1,2,4,0,0,1,3,0,0,0,"Rio de Janeiro, Brazil",0,Mario Yamasaki,0,1,5,3,12,10,0,0,0,UFC 153: Silva vs Bonnar
Rony Jason,"October 13, 2012",2242,W,KO/TKO,12,18,2,2,36,86,8,8,33,77,0,1,1,"Rio de Janeiro, Brazil",0,Fernando Yamasaki,0,2,96,46,102,52,1,1,1,UFC 153: Silva vs Bonnar
Sam Sicilia,"October 13, 2012",2242,L,KO/TKO,10,16,1,1,31,83,7,12,28,78,0,1,2,"Rio de Janeiro, Brazil",0,Fernando Yamasaki,0,2,96,39,108,48,0,1,1,UFC 153: Silva vs Bonnar
Gleison Tibau,"October 13, 2012",2243,W,Decision,6,7,17,20,13,34,6,9,26,52,0,4,4,"Rio de Janeiro, Brazil",3,Marc Goddard,0,3,63,36,134,96,2,5,6,UFC 153: Silva vs Bonnar
Francisco Trinaldo,"October 13, 2012",2243,L,Decision,14,16,15,18,19,58,11,21,27,77,1,4,4,"Rio de Janeiro, Brazil",2,Marc Goddard,0,3,97,45,129,70,2,0,0,UFC 153: Silva vs Bonnar
Diego Brandao,"October 13, 2012",2244,W,Decision,4,8,3,3,20,57,10,17,22,60,1,7,9,"Rio de Janeiro, Brazil",3,Fernando Yamasaki,0,3,77,33,133,84,0,3,4,UFC 153: Silva vs Bonnar
Joey Gambino,"October 13, 2012",2244,L,Decision,9,12,2,2,33,102,4,5,22,88,0,8,9,"Rio de Janeiro, Brazil",0,Fernando Yamasaki,0,3,109,39,129,59,1,0,4,UFC 153: Silva vs Bonnar
Sergio Moraes,"October 13, 2012",2245,W,Submission,3,8,1,4,14,40,1,1,13,36,0,0,1,"Rio de Janeiro, Brazil",2,Mario Yamasaki,0,3,45,16,58,27,1,4,11,UFC 153: Silva vs Bonnar
Renee Forte,"October 13, 2012",2245,L,Submission,7,10,5,8,16,62,5,6,12,59,0,7,7,"Rio de Janeiro, Brazil",0,Mario Yamasaki,0,3,76,26,88,38,0,0,0,UFC 153: Silva vs Bonnar
Luiz Cane,"October 13, 2012",2246,L,Decision,6,11,4,8,49,123,2,2,42,115,0,7,7,"Rio de Janeiro, Brazil",1,Marc Goddard,0,3,133,55,142,64,1,1,3,UFC 153: Silva vs Bonnar
Chris Camozzi,"October 13, 2012",2246,W,Decision,11,19,4,6,93,263,0,0,67,226,0,19,24,"Rio de Janeiro, Brazil",0,Marc Goddard,0,3,269,97,269,97,0,0,1,UFC 153: Silva vs Bonnar
Cristiano Marcello,"October 13, 2012",2247,W,Decision,12,24,4,10,68,229,0,2,52,205,0,8,12,"Rio de Janeiro, Brazil",0,Fernando Yamasaki,0,3,241,72,251,77,0,0,1,UFC 153: Silva vs Bonnar
Reza Madadi,"October 13, 2012",2247,L,Decision,5,8,13,20,64,131,0,0,70,140,0,2,3,"Rio de Janeiro, Brazil",0,Fernando Yamasaki,0,3,151,77,163,88,0,3,4,UFC 153: Silva vs Bonnar
Travis Browne,"October 05, 2012",2248,L,KO/TKO,2,2,2,3,6,16,0,0,2,13,0,4,4,"Minneapolis, Minnesota, USA",0,Herb Dean,0,1,19,8,19,8,0,0,0,UFC on FX: Browne vs Bigfoot
Antonio Silva,"October 05, 2012",2248,W,KO/TKO,1,1,4,4,7,11,4,5,8,13,1,6,6,"Minneapolis, Minnesota, USA",0,Herb Dean,0,1,20,15,28,23,0,0,2,UFC on FX: Browne vs Bigfoot
Jake Ellenberger,"October 05, 2012",2249,W,Decision,1,3,1,3,19,72,5,6,18,72,0,6,6,"Minneapolis, Minnesota, USA",0,Josh Rosenthal,0,3,81,25,83,27,0,2,4,UFC on FX: Browne vs Bigfoot
Jay Hieron,"October 05, 2012",2249,L,Decision,3,5,1,2,31,125,0,0,17,107,0,12,15,"Minneapolis, Minnesota, USA",0,Josh Rosenthal,0,3,127,32,139,43,0,0,2,UFC on FX: Browne vs Bigfoot
John Dodson,"October 05, 2012",2250,W,KO/TKO,8,14,0,0,23,102,10,10,20,93,2,5,5,"Minneapolis, Minnesota, USA",0,Darryl Guthmiller,0,2,112,33,115,36,0,0,2,UFC on FX: Browne vs Bigfoot
Jussier Formiga,"October 05, 2012",2250,L,KO/TKO,1,1,0,0,9,37,0,0,8,36,0,0,0,"Minneapolis, Minnesota, USA",0,Darryl Guthmiller,0,2,37,9,37,9,0,0,5,UFC on FX: Browne vs Bigfoot
Josh Neer,"October 05, 2012",2251,L,Submission,0,0,0,0,0,0,0,0,0,0,0,0,0,"Minneapolis, Minnesota, USA",0,Nick Gamst,0,1,0,0,0,0,0,0,1,UFC on FX: Browne vs Bigfoot
Justin Edwards,"October 05, 2012",2251,W,Submission,1,1,0,0,6,7,0,0,4,5,0,1,1,"Minneapolis, Minnesota, USA",0,Nick Gamst,0,1,7,6,8,7,1,0,1,UFC on FX: Browne vs Bigfoot
Michael Johnson,"October 05, 2012",2252,W,KO/TKO,2,4,0,0,13,32,4,4,8,25,1,7,7,"Minneapolis, Minnesota, USA",0,Josh Rosenthal,0,2,36,17,38,18,0,0,0,UFC on FX: Browne vs Bigfoot
Danny Castillo,"October 05, 2012",2252,L,KO/TKO,0,1,0,0,5,18,12,17,14,31,1,3,3,"Minneapolis, Minnesota, USA",2,Josh Rosenthal,0,2,35,17,47,29,1,0,1,UFC on FX: Browne vs Bigfoot
Aaron Simpson,"October 05, 2012",2253,L,KO/TKO,4,11,14,20,10,20,4,4,23,32,1,1,1,"Minneapolis, Minnesota, USA",1,Darryl Guthmiller,0,2,44,28,72,50,1,1,1,UFC on FX: Browne vs Bigfoot
Mike Pierce,"October 05, 2012",2253,W,KO/TKO,1,1,2,4,6,15,2,2,8,19,1,1,1,"Minneapolis, Minnesota, USA",0,Darryl Guthmiller,0,2,21,10,32,21,0,0,2,UFC on FX: Browne vs Bigfoot
Marcus LeVesseur,"October 05, 2012",2254,W,Decision,9,10,42,48,10,27,1,2,10,29,0,34,38,"Minneapolis, Minnesota, USA",1,Josh Rosenthal,0,3,77,53,140,109,0,3,7,UFC on FX: Browne vs Bigfoot
Carlo Prater,"October 05, 2012",2254,L,Decision,29,47,37,55,5,24,0,0,0,19,0,13,13,"Minneapolis, Minnesota, USA",0,Josh Rosenthal,0,3,79,42,91,54,3,0,5,UFC on FX: Browne vs Bigfoot
Jacob Volkmann,"October 05, 2012",2255,W,Submission,2,4,0,0,3,16,5,9,6,18,0,0,3,"Minneapolis, Minnesota, USA",1,Herb Dean,0,1,25,8,32,14,2,1,4,UFC on FX: Browne vs Bigfoot
Shane Roller,"October 05, 2012",2255,L,Submission,0,0,0,0,0,7,0,0,0,7,0,0,0,"Minneapolis, Minnesota, USA",0,Herb Dean,0,1,7,0,7,0,0,0,0,UFC on FX: Browne vs Bigfoot
Bart Palaszewski,"October 05, 2012",2256,L,Decision,4,7,3,5,33,113,1,1,16,88,0,17,24,"Minneapolis, Minnesota, USA",0,Darryl Guthmiller,0,3,119,37,128,45,2,0,0,UFC on FX: Browne vs Bigfoot
Diego Nunes,"October 05, 2012",2256,W,Decision,6,10,3,5,41,97,17,35,36,106,2,19,21,"Minneapolis, Minnesota, USA",1,Darryl Guthmiller,0,3,137,61,148,68,0,3,6,UFC on FX: Browne vs Bigfoot
Darren Uyenoyama,"October 05, 2012",2257,W,Submission,0,5,0,2,7,37,0,4,4,33,0,3,5,"Minneapolis, Minnesota, USA",1,Nick Gamst,1,2,43,7,55,16,2,0,0,UFC on FX: Browne vs Bigfoot
Phil Harris,"October 05, 2012",2257,L,Submission,2,6,6,10,3,44,1,3,3,42,0,5,9,"Minneapolis, Minnesota, USA",0,Nick Gamst,0,2,57,10,62,13,0,2,3,UFC on FX: Browne vs Bigfoot
Stefan Struve,"September 29, 2012",2258,W,KO/TKO,5,7,0,3,57,125,0,0,41,110,0,11,11,"Nottingham, England, United Kingdom",0,Herb Dean,0,2,128,57,128,57,0,0,0,UFC on FUEL TV: Struve vs Miocic
Stipe Miocic,"September 29, 2012",2258,L,KO/TKO,16,18,1,1,46,93,1,1,24,69,0,8,8,"Nottingham, England, United Kingdom",0,Herb Dean,0,2,95,48,95,48,0,1,3,UFC on FUEL TV: Struve vs Miocic
Dan Hardy,"September 29, 2012",2259,W,Decision,5,6,10,16,38,98,17,27,51,126,0,9,9,"Nottingham, England, United Kingdom",0,Marc Goddard,0,3,141,65,180,102,0,3,7,UFC on FUEL TV: Struve vs Miocic
Amir Sadollah,"September 29, 2012",2259,L,Decision,13,21,18,24,42,109,1,1,31,91,0,17,22,"Nottingham, England, United Kingdom",0,Marc Goddard,0,3,134,61,144,70,0,0,2,UFC on FUEL TV: Struve vs Miocic
Brad Pickett,"September 29, 2012",2260,W,KO/TKO,3,5,0,0,12,46,2,2,8,39,1,3,4,"Nottingham, England, United Kingdom",0,Leon Roberts,0,1,48,14,48,14,0,0,1,UFC on FUEL TV: Struve vs Miocic
Yves Jabouin,"September 29, 2012",2260,L,KO/TKO,7,9,0,1,26,56,0,0,15,44,0,4,4,"Nottingham, England, United Kingdom",0,Leon Roberts,0,1,57,26,57,26,0,0,0,UFC on FUEL TV: Struve vs Miocic
Paul Sass,"September 29, 2012",2261,L,Submission,2,2,0,0,0,0,6,10,4,8,0,0,0,"Nottingham, England, United Kingdom",0,Herb Dean,0,1,10,6,19,14,0,1,1,UFC on FUEL TV: Struve vs Miocic
Matt Wiman,"September 29, 2012",2261,W,Submission,0,0,0,0,1,1,2,3,2,3,0,1,1,"Nottingham, England, United Kingdom",0,Herb Dean,0,1,4,3,8,7,2,0,0,UFC on FUEL TV: Struve vs Miocic
John Hathaway,"September 29, 2012",2262,W,Decision,7,11,1,1,28,115,12,19,20,109,0,14,15,"Nottingham, England, United Kingdom",4,Marc Goddard,0,3,135,41,231,126,0,1,2,UFC on FUEL TV: Struve vs Miocic
John Maguire,"September 29, 2012",2262,L,Decision,0,0,0,1,11,37,2,3,11,39,0,2,2,"Nottingham, England, United Kingdom",1,Marc Goddard,0,3,41,13,60,31,0,1,3,UFC on FUEL TV: Struve vs Miocic
Che Mills,"September 29, 2012",2263,W,KO/TKO,2,2,2,3,1,2,5,8,6,11,0,0,0,"Nottingham, England, United Kingdom",3,Herb Dean,0,1,13,8,25,16,0,2,2,UFC on FUEL TV: Struve vs Miocic
Duane Ludwig,"September 29, 2012",2263,L,KO/TKO,0,0,1,2,1,7,0,1,2,10,0,0,0,"Nottingham, England, United Kingdom",0,Herb Dean,0,1,10,2,13,5,0,0,0,UFC on FUEL TV: Struve vs Miocic
Kyle Kingsbury,"September 29, 2012",2264,L,TKO,9,9,17,18,11,26,0,0,4,20,0,15,15,"Nottingham, England, United Kingdom",4,Leon Roberts,0,2,44,28,74,58,0,2,8,UFC on FUEL TV: Struve vs Miocic
Jimi Manuwa,"September 29, 2012",2264,W,TKO,14,14,16,18,35,57,2,2,32,56,1,7,7,"Nottingham, England, United Kingdom",0,Leon Roberts,0,2,77,53,79,55,1,0,0,UFC on FUEL TV: Struve vs Miocic
